Trạm,Cấp lượng mưa (mm),Tháng 1,Tháng 2,Tháng 3,Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12
110. Quảng Ngãi,"20,1-50","1,2","0,2","0,4","0,2","0,7",1,"1,9","3,1","3,5","3,8","2,8",
110. Quảng Ngãi,"50,1-100","0,2","0,1","0,3","0,4","0,2","0,4","1,2","2,8",2,"0,6",,
110. Quảng Ngãi,"100,1-150","0,1",0,"0,1",0,"0,1","0,3","1,1","0,8","0,2",,,
110. Quảng Ngãi,"≥ 150,1",0,"0,1",0,"0,2","0,7","0,6","0,2",,,,,
111. Lý Sơn,Không mưa,"17,9","20,7","24,6","25,8","25,2",26,"26,6",23,"15,4","11,7","11,9","12,8"
111. Lý Sơn,"0,2-5","7,8","5,3","3,4","2,4","2,7","2,3","2,7","4,2","5,1","6,9","8,8",10
111. Lý Sơn,"5,1-10","1,7","0,9","0,7","0,6","0,9","0,5",1,"1,9","2,3","2,6",,
111. Lý Sơn,"10,1-20",2,"0,7",1,"0,4","0,7","0,4","0,5","1,4","2,3","3,1","2,4","2,2"
111. Lý Sơn,"20,1-50","1,2","0,4","0,7","0,5","1,1","0,5","0,6",1,"3,1","3,9","2,3","2,2"
111. Lý Sơn,"50,1-100","0,4","0,2","0,5","0,2","0,1",0,"0,2","1,3","2,5","1,4","0,8",
111. Lý Sơn,"100,1-150",0,"0,2",0,"0,1","0,4","0,6","0,5","0,3",,,,
111. Lý Sơn,"≥ 150,1",0,"0,1",0,"0,1",0,"0,2","0,5","0,4","0,5","0,1",,
112. Hoài Nhơn,Không mưa,"19,2","22,5","26,9","25,7","21,4","20,6","22,5",20,"13,4","10,6","9,6","13,3"
112. Hoài Nhơn,"0,2-5","8,6","4,4","2,9","2,8",5,"5,6","5,1","6,4","7,2","7,5",9,"9,4"
112. Hoài Nhơn,"5,1-10","1,5","0,5","0,6","1,7","1,3","1,2","1,3","2,2","2,4","2,9",3,
112. Hoài Nhơn,"10,1-20","0,9","0,5","0,2","0,5","1,4","1,2","1,4","2,5",3,"2,4","2,5",
112. Hoài Nhơn,"20,1-50","0,6","0,2","0,3","1,3","1,1","0,7","1,4","3,6","3,5","2,9","1,9",
112. Hoài Nhơn,"50,1-100","0,1","0,3","0,2","0,5","0,8","2,5","1,6","0,7",,,,
112. Hoài Nhơn,"100,1-150",0,"0,2","0,8",1,"0,1",,,,,,,
112. Hoài Nhơn,"≥ 150,1",0,"0,1","0,6","0,5","0,1",,,,,,,
113. Quy Nhơn,Không mưa,"18,8","22,6","25,9","25,7","23,3","24,1","24,7","22,5",15,"10,7","9,7","13,1"
113. Quy Nhơn,"0,2-5","8,8","4,2","3,6","2,8","4,2","3,5","4,3","5,5","6,6","6,8","8,5","10,3"
113. Quy Nhơn,"5,1-10","1,8","0,9","0,7","0,4","1,1","0,8","0,9","1,2",2,"2,7","2,9","2,7"
113. Quy Nhơn,"10,1-20",1,"0,4","0,5","0,6",1,"0,8","0,6",1,"2,6","3,2","2,7","2,1"
113. Quy Nhơn,"20,1-50","0,5","0,2","0,3","1,1","0,6","0,5","2,5","3,7","2,9","1,5",,
113. Quy Nhơn,"50,1-100",0,"0,1","0,2","0,1","0,2",1,"2,2","1,6","0,5",,,
113. Quy Nhơn,"100,1-150",0,"0,2","0,6","0,5","0,1",,,,,,,
113. Quy Nhơn,"≥ 150,1",0,"0,5","0,1",,,,,,,,,
114. Sơn Hòa,Không mưa,"21,9","24,6","27,2","24,9","19,2","19,1",20,"18,2","13,4","12,5","11,5","16,3"
114. Sơn Hòa,"0,2-5","7,9","3,2","2,9","3,2","5,9","6,3","6,9","7,9","8,4","7,7","9,5","10,4"
114. Sơn Hòa,"5,1-10","0,8","0,4","0,3","0,8","1,9","1,6","1,3","1,4","2,2","2,8","2,4","1,9"
114. Sơn Hòa,"10,1-20","0,3","0,1","0,4","0,5","1,5","1,4","1,6","1,2",3,"2,7","2,2","1,1"
114. Sơn Hòa,"20,1-50","0,2",0,"0,2","0,5",2,"1,3","0,9","1,3","2,6","2,8","2,4","0,9"
114. Sơn Hòa,"50,1-100","0,1",0,"0,1","0,5","0,3","1,7","1,3","0,2",,,,
114. Sơn Hòa,"100,1-150",0,"0,1","0,4","0,5","0,2",,,,,,,
114. Sơn Hòa,"≥ 150,1",0,"0,1",0,"0,1","0,3","0,1",,,,,,
115. Tuy Hòa,Không mưa,"19,3","22,5","26,3","25,2","22,7","23,4","24,7","22,5","14,9","10,9","9,5","13,5"
115. Tuy Hòa,"0,2-5","8,6","4,6","3,2","2,9","4,5","3,9",4,"5,6","6,9","7,3",8,"9,8"
115. Tuy Hòa,"5,1-10","1,5","0,5","0,7","0,6","1,3",1,"1,1","1,3","2,1","2,7","3,2","2,8"
115. Tuy Hòa,"10,1-20",1,"0,4","0,5","0,6","1,1",1,"0,7",1,"2,6","3,1","3,4","2,3"
115. Tuy Hòa,"20,1-50","0,5","0,2","0,6",1,"0,6","0,4","0,6","2,6","3,8","3,3","1,6",
115. Tuy Hòa,"50,1-100",0,"0,1",0,"0,3","0,1",0,"0,7","2,1","1,4","0,7",,
115. Tuy Hòa,"100,1-150",0,"0,1",0,"0,2","0,5","0,7","0,2",,,,,
115. Tuy Hòa,"≥ 150,1",0,"0,1","0,6","0,5","0,1",,,,,,,
116. Nha Trang,Không mưa,"23,2","24,6","26,9","25,2","22,2","22,4","23,3","21,8","16,3","14,3",13,"17,6"
116. Nha Trang,"0,2-5",6,"2,8","2,9","2,7","4,9",5,"5,3","6,1","6,6",7,"7,7","7,9"
116. Nha Trang,"5,1-10","0,9","0,4","0,5","0,9","1,2","1,1","1,6","2,3","2,6","2,1","1,9",
116. Nha Trang,"10,1-20","0,5","0,3","0,4","0,6","1,5","0,9","2,1","2,6","2,5","1,3",,
116. Nha Trang,"20,1-50","0,4",0,"0,1","0,5",1,"0,6","0,4","0,7",2,"2,7","2,6","1,4"
116. Nha Trang,"50,1-100","0,1",0,"0,1","0,2",0,"0,6","1,3","1,5","0,6",,,
116. Nha Trang,"100,1-150",0,"0,1","0,4","0,1",,,,,,,,
116. Nha Trang,"≥ 150,1",0,"0,1",0,"0,1","0,3","0,1",,,,,,
117. Cam Ranh,Không mưa,"26,3","26,1","28,2","26,3","22,3","22,1","22,8","16,4",16,"15,5","20,9",
117. Cam Ranh,"0,2-5","3,6","1,8","1,6","1,8","4,4","4,9","5,7","5,4","6,8","6,3","6,2","5,7"
117. Cam Ranh,"5,1-10","0,4","0,1","0,5","0,6","1,5",1,"0,8","1,3",2,"2,2","1,9","1,3"
117. Cam Ranh,"10,1-20","0,5","0,1","0,3","0,6","1,4","1,1","0,9","2,2","2,4","2,3","1,2",
117. Cam Ranh,"20,1-50","0,2","0,4","0,5","1,1","0,8","0,7","0,6",2,"2,6","2,1","1,1",
117. Cam Ranh,"50,1-100",0,"0,1","0,2",0,"0,1","0,5","1,1","1,2","0,6",,,
117. Cam Ranh,"100,1-150",0,"0,1","0,4","0,1",,,,,,,,
117. Cam Ranh,"≥ 150,1",0,"0,1","0,2","0,1",,,,,,,,
118. Trường Sa,Không mưa,"16,1","19,4","23,7","22,5",18,"12,4","13,6","12,5","12,1","8,8","8,7",
118. Trường Sa,"0,2-5","8,7","6,1","4,6","6,8","7,9","7,8","7,6","6,9","8,9","8,8","9,6",
118. Trường Sa,"5,1-10","1,9","1,3","0,9","1,1","2,5","3,6",3,"2,8","3,5",3,,
118. Trường Sa,"10,1-20","2,2","0,6","0,9","1,9","2,5","3,4","2,7","3,2","3,4","3,1",,
118. Trường Sa,"20,1-50","1,5","0,6","0,7","1,4","2,7","2,8","3,3","3,4",3,"3,7","3,9",
118. Trường Sa,"50,1-100","0,6","0,2","0,3","0,2","0,3","0,8","0,7","0,9","0,8","1,2","1,9",
118. Trường Sa,"100,1-150","0,1",0,"0,1",0,"0,1","0,4","0,6",,,,,
118. Trường Sa,"≥ 150,1",0,"0,1",0,"0,1",0,"0,1","0,2","0,3",,,,
119. Phan Thiết,Không mưa,"30,4","27,9","30,2","26,9","18,3","14,6","13,5","12,6",18,"23,8","28,3",
119. Phan Thiết,"0,2-5","0,5","0,3","0,6","1,8","6,3",8,"8,7","9,2","8,5","6,2",4,2
119. Phan Thiết,"5,1-10",0,"0,1","0,4",2,"2,7","3,2","3,4","2,8","2,1",1,"0,3",
119. Phan Thiết,"10,1-20",0,"0,5","1,9","2,5","3,2","3,3","3,1","2,2","0,5","0,2",,
119. Phan Thiết,"20,1-50",0,"0,1","0,3","2,1","1,9",2,"2,2","2,5","1,9","0,4","0,1",
119. Phan Thiết,"50,1-100",0,"0,1","0,4","0,2","0,4","0,2","0,4","0,5","0,2","0,1",,
119. Phan Thiết,"100,1-150",0,"0,1",0,"0,1",0,,,,,,,
119. Phan Thiết,"≥ 150,1",0,,,,,,,,,,,
120. Hàm Tân,Không mưa,"30,4","27,9",30,"26,5","16,1","10,8","9,6","9,4","10,1","16,7","24,2","28,4"
120. Hàm Tân,"0,2-5","0,5","0,4","0,6","2,1","6,8","8,3","8,7","9,2","6,5","3,5","1,7",
120. Hàm Tân,"5,1-10","0,1",0,"0,1","0,3","2,6","3,2","3,9","3,5","2,9","2,3","0,8","0,3"
120. Hàm Tân,"10,1-20",0,"0,1","0,6","2,3","3,6","4,4","4,1","3,4","2,5","0,8","0,3",
120. Hàm Tân,"20,1-50",0,"0,1","0,4","2,6","3,1","3,4","3,9","3,4","2,4","0,6","0,2",
120. Hàm Tân,"50,1-100",0,"0,1","0,4",1,"0,8","0,6",0,,,,,
120. Hàm Tân,"100,1-150",0,"0,1",0,"0,1","0,2","0,1",0,,,,,
120. Hàm Tân,"≥ 150,1",0,,,,,,,,,,,
121. Phú Quý,Không mưa,"28,4",27,29,"25,5","18,8","15,1","16,1","16,2","14,3","15,4","18,9","23,7"
121. Phú Quý,"0,2-5",2,"0,9","1,3","2,8","5,9",8,9,"8,7","8,1","7,1","5,3","4,3"
121. Phú Quý,"5,1-10","0,3","0,2","0,3","0,6",2,"2,6","2,2","2,8","2,5","2,4","1,7",1
121. Phú Quý,"10,1-20","0,1","0,2","0,5","2,3",2,"1,7","2,4","2,6","1,4","0,9",,
121. Phú Quý,"20,1-50","0,1",0,"0,1","0,5","1,8","2,1","1,4","1,9","2,5","1,7","0,8",
121. Phú Quý,"50,1-100",0,"0,1","0,3","0,2","0,3","0,2","0,7","0,8","0,7","0,2",,
121. Phú Quý,"100,1-150",0,"0,1",0,"0,1","0,2","0,1",,,,,,
121. Phú Quý,"≥ 150,1",0,"0,1",,,,,,,,,,
122. Đắc Tô,Không mưa,"30,5","26,7","25,8","19,7","13,6",8,"7,4","4,5","7,6","15,8","23,8","29,5"
122. Đắc Tô,"0,2-5","0,3","1,1","2,7","5,3","8,2","10,4","8,9","9,6","9,9","7,9","3,8","1,1"
122. Đắc Tô,"5,1-10","0,1","0,2","0,9","1,8","2,7","3,7","4,4",5,4,"2,6","0,9","0,1"
122. Đắc Tô,"10,1-20",0,"0,1","0,9","1,6","3,1","4,3","5,3","5,8","4,1","2,1","0,8","0,2"
122. Đắc Tô,"20,1-50","0,1","0,5","1,4","2,7","2,8","4,2","4,6","3,4","2,1","0,6","0,2",
122. Đắc Tô,"50,1-100",0,"0,1","0,7","0,8","0,7","1,3","0,9","0,4","0,2",0,,
122. Đắc Tô,"100,1-150",0,"0,1","0,2","0,1",0,,,,,,,
122. Đắc Tô,"≥ 150,1",0,"0,1",0,,,,,,,,,
123. Kon Tum,Không mưa,"30,7","27,2","26,6","20,9","13,8","9,5","7,7","5,8","7,3","17,8","24,2","29,9"
123. Kon Tum,"0,2-5","0,3","0,8","2,8","4,6","7,9","9,4","10,1","9,3","6,1","3,3","0,7",
123. Kon Tum,"5,1-10","0,1","0,4","1,2","2,4","3,1","3,9","4,4","3,9","1,9",1,"0,1",
123. Kon Tum,"10,1-20",0,"0,1","0,5","1,6","2,8","4,1","4,4",5,"4,8","2,2","0,7","0,2"
123. Kon Tum,"20,1-50",0,"0,1","0,6","1,5","3,1","3,2","3,8","4,6","3,5","2,2","0,7","0,1"
123. Kon Tum,"50,1-100",0,"0,2","0,7","0,6","0,9",1,"0,7","0,2",0,,,
123. Kon Tum,"100,1-150",0,"0,1","0,2","0,1",0,,,,,,,
123. Kon Tum,"≥ 150,1",0,,,,,,,,,,,
124. Pleiku,Không mưa,"30,3","27,5","28,2","22,1",14,"7,8","4,9","4,1","5,7","15,6","23,5","29,2"
124. Pleiku,"0,2-5","0,5","1,7","3,8","7,1","9,6","9,9","8,2",9,"7,4",4,"1,5",
124. Pleiku,"5,1-10","0,1","0,3","1,4","2,9","3,4","4,3","5,3","4,7","2,5","0,7","0,2",
124. Pleiku,"10,1-20","0,1",0,"0,4",1,"3,3","4,2","4,8","5,7","4,5","2,3","0,9","0,1"
124. Pleiku,"20,1-50",0,"0,1","0,4","1,3","2,8","3,7","5,6","5,9","4,7","2,2","0,7","0,1"
124. Pleiku,"50,1-100",0,"0,3","0,7","1,2","1,3","1,6","1,3","0,8","0,2",0,,
124. Pleiku,"100,1-150",0,"0,1","0,2","0,1","0,3","0,1",0,,,,,
124. Pleiku,"≥ 150,1",0,"0,1",0,,,,,,,,,
125. An Khê,Không mưa,"23,7","25,1","27,4","23,7","18,2","19,1","18,7","16,3","12,3","13,2","13,4","18,6"
125. An Khê,"0,2-5","6,3","2,2","2,7","3,7","6,6","6,5","6,9","8,5","8,9","7,5","8,1",
125. An Khê,"5,1-10","0,7","0,4","0,3","1,1","2,2","1,5","2,1","2,2","2,7",3,"2,3","1,6"
125. An Khê,"10,1-20","0,2","0,4","0,7","1,9","1,4","1,6","2,1","3,1","2,7","2,3","1,5",
125. An Khê,"20,1-50","0,1","0,3","0,7","1,7","1,2","1,4","1,5","2,2","2,8","2,2","0,8",
125. An Khê,"50,1-100","0,1",0,"0,1","0,3","0,4","0,7","1,3","0,9","0,2",,,
125. An Khê,"100,1-150",0,"0,1",0,"0,1",0,"0,2","0,4","0,1",,,,
125. An Khê,"≥ 150,1",0,"0,2","0,3",0,,,,,,,,
126. Aunpa,Không mưa,"29,8","26,9","28,8","23,7","16,4","15,6",15,"11,4","10,4","13,7","18,3","25,7"
126. Aunpa,"0,2-5","1,1",1,"1,4","3,7","7,4","8,4","9,9",12,"9,9","8,9","6,8","4,4"
126. Aunpa,"5,1-10",0,"0,3","0,9","2,2","2,4","2,7",3,"2,8","1,5","0,4",,
126. Aunpa,"10,1-20",0,"0,1","0,3","0,6","2,2","1,8","1,9","2,6","2,9","2,6","1,3","0,3"
126. Aunpa,"20,1-50",0,"0,1","0,9","2,3","1,5","1,8","2,9",2,"1,3","0,1",,
126. Aunpa,"50,1-100",0,"0,1","0,4","0,3","0,4","0,7","0,6",0,,,,
126. Aunpa,"100,1-150",0,"0,1",0,"0,1","0,2",0,,,,,,
126. Aunpa,"≥ 150,1",0,"0,1",0,,,,,,,,,
127. M'Đrăc,Không mưa,"19,4","22,3","25,4","22,3","15,3","15,5",16,"14,5","9,8","9,3","12,6",
127. M'Đrăc,"0,2-5","8,9","4,7","3,9","3,8","7,4","8,8","8,7",10,"10,1","8,5","8,6","10,1"
127. M'Đrăc,"5,1-10","1,7","0,7","0,9","1,3","2,5","2,2","2,4","2,7","3,3","3,4","3,2",
127. M'Đrăc,"10,1-20","0,5","0,4","1,2","2,8","1,9","2,2","3,3","3,7","2,2",,,
127. M'Đrăc,"20,1-50","0,3","0,1","0,3",1,"2,3","1,5","1,4","1,3","2,9",4,"2,4","1,9"
127. M'Đrăc,"50,1-100","0,1",0,"0,1","0,3","0,6","0,2","0,3","0,5","1,6","1,3","0,7",
127. M'Đrăc,"100,1-150",0,"0,1",0,"0,3","0,9","0,2",,,,,,
127. M'Đrăc,"≥ 150,1",0,"0,2","0,5","0,1",,,,,,,,
128. Buôn Ma Thuột,Không mưa,"29,5","27,6","27,8","22,3","12,9","9,2","8,2","7,1","7,3","15,8","20,2","26,1"
128. Buôn Ma Thuột,"0,2-5","1,1","0,6","1,8","3,6",8,"9,9","10,4","9,8","9,3","7,7","6,6","3,9"
128. Buôn Ma Thuột,"5,1-10","0,1","0,4","1,2","2,9","3,2","4,1",4,"3,9","2,3","1,1","0,4",
128. Buôn Ma Thuột,"10,1-20","0,1",0,"0,4","1,7","3,2","3,7","4,3","4,8","4,5","2,3","0,9","0,3"
128. Buôn Ma Thuột,"20,1-50",0,"0,1","0,3","1,1","3,3","3,4","3,5","4,5","4,1",2,"0,9","0,1"
128. Buôn Ma Thuột,"50,1-100",0,"0,2","0,7","0,5","0,6","0,7","0,9","0,6","0,3","0,1",,
128. Buôn Ma Thuột,"100,1-150",0,"0,1","0,2","0,1",0,,,,,,,
128. Buôn Ma Thuột,"≥ 150,1",0,,,,,,,,,,,
129. Buôn Hồ,Không mưa,"28,5","26,7","27,5","22,3","14,8","11,1",11,"8,1","14,1","18,4","23,1",
129. Buôn Hồ,"0,2-5","2,3","1,4","2,6","3,8","8,1",9,"10,9","10,6","10,5","9,4","7,9","6,9"
129. Buôn Hồ,"5,1-10",0,"0,3","1,3","2,1","3,2","3,5","4,1","3,6","2,5","1,4","0,3",
129. Buôn Hồ,"10,1-20","0,1","0,3","1,2","2,9","3,4","2,9","4,3","3,9",2,"0,8","0,4",
129. Buôn Hồ,"20,1-50","0,1",0,"0,3","1,2","2,6","2,9","2,3","3,1","2,2",1,"0,2",
129. Buôn Hồ,"50,1-100",0,"0,2","0,5","0,4","0,7","0,6","0,4","0,1",,,,
129. Buôn Hồ,"100,1-150",0,"0,1","0,2","0,1",0,,,,,,,
129. Buôn Hồ,"≥ 150,1",0,"0,1",0,,,,,,,,,
130. Đắk Nông,Không mưa,"28,6","24,3","21,4","15,6","9,4","5,7","4,7","3,1","3,4",11,"21,5","27,7"
130. Đắk Nông,"0,2-5","1,6","2,4","4,9","6,8","9,9","10,2","10,7","9,8","9,5","9,4","5,3","2,2"
130. Đắk Nông,"5,1-10","0,3","0,6","1,5","2,3","3,4","3,9","3,7","4,5","3,8","3,1","1,1","0,4"
130. Đắk Nông,"10,1-20","0,4","0,3","1,3","2,4","3,7","5,1","5,4","5,3","6,3","3,4",1,"0,3"
130. Đắk Nông,"20,1-50","0,1","0,5","1,6","2,3","3,9","4,2","5,6","6,7","5,4","3,2",1,"0,4"
130. Đắk Nông,"50,1-100","0,1","0,2","0,6","0,7","0,9","0,8","1,5","1,3","0,8","0,2",0,
130. Đắk Nông,"100,1-150",0,"0,1",0,"0,1","0,2","0,1",0,,,,,
130. Đắk Nông,"≥ 150,1",0,"0,1",0,,,,,,,,,
131. Liên Khương,Không mưa,"29,9","27,1","26,5","20,1","13,7","10,7",10,"9,6","7,4",13,"21,5","27,5"
131. Liên Khương,"0,2-5","0,8","0,7",2,"4,5","7,9","9,6","11,3","11,9","10,6","8,2","4,6","2,4"
131. Liên Khương,"5,1-10","0,2","0,1","0,6","1,6","3,2","3,7","3,2","3,9",3,"1,1","0,6",
131. Liên Khương,"10,1-20","0,1","0,3","0,8","1,6","2,8","3,4","3,3","3,7","3,5","2,9","1,1","0,2"
131. Liên Khương,"20,1-50","0,1","1,1","1,6","2,7","2,2","2,3","2,2","3,8","2,9","1,3","0,3",
131. Liên Khương,"50,1-100",0,"0,1",0,"0,6","0,5","0,4","0,2","0,7","0,9","0,3","0,1",
131. Liên Khương,"100,1-150",0,"0,1",0,,,,,,,,,
131. Liên Khương,"≥ 150,1",0,,,,,,,,,,,
132. Đà Lạt,Không mưa,30,"26,7","26,5","20,3","13,6","10,9","8,9","7,7","7,9","17,1","22,9","28,8"
132. Đà Lạt,"0,2-5","0,8","1,1","2,6","4,2","8,1","8,8","9,2","9,8","8,6","6,1",4,"1,5"
132. Đà Lạt,"5,1-10","0,1","0,7","1,5","2,5","2,8","4,1","4,3","3,7","2,3",1,"0,3",
132. Đà Lạt,"10,1-20","0,1","0,6","1,8","2,7","3,7","4,5","4,6","5,2","2,3",1,"0,3",
132. Đà Lạt,"20,1-50",0,"0,2","0,6",2,"3,3","3,1","3,5",4,"3,8","2,6","0,9","0,1"
132. Đà Lạt,"50,1-100",0,"0,2","0,7","0,6","0,8","0,6","0,9","0,6","0,3","0,1",,
132. Đà Lạt,"100,1-150",0,"0,1",0,"0,1",0,,,,,,,
132. Đà Lạt,"≥ 150,1",0,,,,,,,,,,,
133. Bảo Lộc,Không mưa,"25,5","23,3","21,9","15,4","11,8",8,6,"5,3","5,7","8,4","16,4","23,8"
133. Bảo Lộc,"0,2-5","3,1","2,6","4,3","6,1","8,6","8,5","8,4","7,7",8,"8,8","6,5","3,6"
133. Bảo Lộc,"5,1-10","0,7","0,8","1,3","1,9","3,2","3,8","4,4","4,3","3,8","3,4","1,7","1,2"
133. Bảo Lộc,"10,1-20","0,8","0,6","1,3","2,6","3,1","4,2","4,7","5,5",5,"4,5","2,2","1,1"
133. Bảo Lộc,"20,1-50","0,8","1,8","3,3","3,5","4,6",6,"6,4",6,"4,6","2,7",1,
133. Bảo Lộc,"50,1-100","0,1","0,5","0,7","0,8","1,3","1,7","1,3","1,2","0,4","0,3",,
133. Bảo Lộc,"100,1-150",0,"0,1",0,"0,1",0,,,,,,,
133. Bảo Lộc,"≥ 150,1",0,,,,,,,,,,,
134. Đồng Phú,Không mưa,"29,5","26,5","26,6","19,4","13,1","8,8","7,8","7,5","5,6","8,9","18,1","26,5"
134. Đồng Phú,"0,2-5","1,2","0,9","2,4","4,8","7,2","8,5","8,2","8,8","8,4","6,1","2,8",
134. Đồng Phú,"5,1-10","0,1","0,4","0,7","1,4","2,8","3,5","4,3","3,5","3,8","1,4","0,4",
134. Đồng Phú,"10,1-20","0,1","0,4","1,8","3,4","3,9",5,"4,4",4,"4,1","1,8","0,6",
134. Đồng Phú,"20,1-50","0,1","0,3","0,6","1,7","3,3","3,8","4,5","5,3","5,8","4,3","2,3","0,7"
134. Đồng Phú,"50,1-100",0,"0,2","0,7","1,1","1,4","1,1","1,4","2,1","1,3","0,4","0,1",
134. Đồng Phú,"100,1-150",0,"0,1","0,2",0,,,,,,,,
134. Đồng Phú,"≥ 150,1",0,,,,,,,,,,,
135. Phước Long,Không mưa,"29,1","26,2","26,4","18,7","12,2","7,8","7,2","5,7","5,1","10,6","19,6","27,2"
135. Phước Long,"0,2-5","1,3",1,"2,4","5,8","7,8","8,2","7,8","7,7","5,2","2,3",,
135. Phước Long,"5,1-10","0,2","0,4","0,5","1,8","3,1","3,2","4,1","4,7","3,8","3,7","1,8","0,6"
135. Phước Long,"10,1-20","0,2","0,4","0,8","1,8",3,"4,4","5,1","5,2","3,5","1,5","0,5",
135. Phước Long,"20,1-50","0,2","0,8","1,4","3,6","4,9","5,5","5,8","4,1","1,5","0,4",,
135. Phước Long,"50,1-100",0,"0,1","0,4","1,3","1,2","1,6",2,"1,2","0,4","0,1",,
135. Phước Long,"100,1-150",0,"0,1","0,2","0,1","0,2","0,3","0,1",0,,,,
135. Phước Long,"≥ 150,1",0,"0,1",0,"0,1",0,,,,,,,
136. Tây Ninh,Không mưa,"29,3","26,7",28,"22,6","15,5","10,5","10,6","10,5","7,8","9,9","19,1","27,6"
136. Tây Ninh,"0,2-5","1,1","1,7","3,8","7,1",9,"9,4","9,6","8,9","8,8","5,4","1,7",
136. Tây Ninh,"5,1-10","0,2","0,3","0,4","1,1","2,7","3,1","3,6","3,5","2,9","1,6","0,5",
136. Tây Ninh,"10,1-20","0,1","0,3",1,"2,4","3,4","3,7","3,5","3,9","1,8","0,5",,
136. Tây Ninh,"20,1-50","0,3","0,1","0,5","0,8","2,5","3,1","3,4","3,1","4,5","4,1","1,8","0,5"
136. Tây Ninh,"50,1-100",0,"0,1","0,6","0,7","0,8","0,7","0,6","1,3","1,4","0,4","0,1",
136. Tây Ninh,"100,1-150",0,"0,1",0,,,,,,,,,
136. Tây Ninh,"≥ 150,1",0,,,,,,,,,,,
137. Vũng Tàu,Không mưa,"30,1","27,9","30,2","27,1","17,1","12,2","11,7","12,6","12,4",15,"23,9","28,1"
137. Vũng Tàu,"0,2-5","0,7","0,3","0,4","1,7","5,9","8,3","8,5","7,9","8,3","6,6","3,4","2,1"
137. Vũng Tàu,"5,1-10","0,1",0,"0,2","0,3","2,1","2,8","2,9","3,4","2,8","2,6",1,"0,3"
137. Vũng Tàu,"10,1-20","0,1",0,"0,1","0,4","2,9","3,1","3,8","3,9","3,2","2,8","0,7","0,3"
137. Vũng Tàu,"20,1-50",0,"0,1","0,4","2,2","2,7","3,5","2,5","2,7","2,8","0,7","0,2",
137. Vũng Tàu,"50,1-100",0,"0,1","0,7","0,8","0,5","0,6","0,7",1,"0,3",0,,
137. Vũng Tàu,"100,1-150",0,"0,1",0,"0,1",0,"0,1",0,,,,,
137. Vũng Tàu,"≥ 150,1",0,"0,1",0,"0,1",0,,,,,,,
138. Côn Đảo,Không mưa,"29,1","27,6","29,5","25,4","16,5","11,6","12,5","11,9","10,7","12,1","18,4","26,2"
138. Côn Đảo,"0,2-5","1,5","0,4",1,"2,7","6,5","6,6","6,5","7,3","7,2","6,9","5,8","2,9"
138. Côn Đảo,"5,1-10","0,2",0,"0,1","0,9","2,4",3,"2,9","2,8","3,1","1,7","0,5",
138. Côn Đảo,"10,1-20","0,2","0,1","0,2","0,4","2,4","3,7","3,8","3,4","3,6","3,4","1,8","0,6"
138. Côn Đảo,"20,1-50","0,1","0,4","2,6","3,9",4,"4,1","4,4",4,"1,6","0,6",,
138. Côn Đảo,"50,1-100",0,"0,2","0,7",1,"0,9","1,2","0,6","0,1",,,,
138. Côn Đảo,"100,1-150",0,"0,1","0,3","0,1",0,,,,,,,
138. Côn Đảo,"≥ 150,1",0,"0,1",0,,,,,,,,,
139. Mộc Hoá,Không mưa,"28,7","27,3","28,8","23,4","16,2","13,3","12,2","13,3","10,3","10,2","17,6","26,4"
139. Mộc Hoá,"0,2-5","1,6","0,6","1,1","3,5","7,6",9,"9,3","8,9","8,3","5,4","2,6",
139. Mộc Hoá,"5,1-10","0,3","0,1","0,4","0,9","1,9","3,2","3,5","3,2","3,3","3,1","2,1","0,8"
139. Mộc Hoá,"10,1-20","0,3","0,2","0,5","1,1","2,6",2,"3,3","2,7","3,4","3,7","2,1","0,5"
139. Mộc Hoá,"20,1-50","0,2","0,1","0,2","0,9","2,3","2,1","2,3","2,4","3,3","4,3","2,1","0,6"
139. Mộc Hoá,"50,1-100",0,"0,3","0,4","0,5","0,8","1,2","0,7","0,1",,,,
139. Mộc Hoá,"100,1-150",0,"0,1",0,"0,1",0,"0,1","0,2","0,1",0,,,
139. Mộc Hoá,"≥ 150,1",0,"0,1",0,,,,,,,,,
140. Mỹ Tho,Không mưa,"29,7","27,8","29,8","25,6","16,5","12,5","11,3","11,6","10,6","12,3","20,5","25,9"
140. Mỹ Tho,"0,2-5",1,"0,4","0,7","2,2","7,1","8,3","9,9","9,8","9,1",8,5,"3,3"
140. Mỹ Tho,"5,1-10","0,2","0,1","0,3","0,5","2,7",3,"3,5","3,6","3,3","2,7","1,4","0,8"
140. Mỹ Tho,"10,1-20","0,1",0,"0,1","0,7","2,5",3,"3,6","3,2","3,5","3,6","1,6","0,6"
140. Mỹ Tho,"20,1-50","0,1",0,"0,1","0,8","1,7","2,6","2,5","2,2","2,9","3,5","1,4","0,3"
140. Mỹ Tho,"50,1-100",0,"0,1","0,4","0,6","0,2","0,5","0,6","0,9","0,2",0,,
140. Mỹ Tho,"100,1-150",0,"0,1",0,"0,1",0,,,,,,,
140. Mỹ Tho,"≥ 150,1",0,,,,,,,,,,,
141. Cao Lãnh,Không mưa,"29,2","27,1","28,9","24,7","16,9","13,8",13,"12,8","10,5","10,9","16,9",26
