Trạm,Suất bảo đảm (%),Tháng 1,Tháng 2,Tháng 3,Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12,Năm
113. Quy Nhơn,5,"173,9","95,0","143,4","130,8","267,7","185,9","103,7","184,0","411,3","925,9","1105,2","505,7","2649,4"
114. Sơn Hoà,95,"4,4","0,3","0,0","0,9","39,3","32,1","32,0","20,9","97,5","195,3","102,1","10,7","1252,4"
114. Sơn Hoà,90,"5,1","0,3","0,5","3,5","47,9","41,1","41,6","37,1","112,2","208,9","134,3","13,9","1340,2"
114. Sơn Hoà,80,"9,9","1,1","2,6","10,4","72,4","59,4","48,9","45,8","134,9","229,7","177,4","34,3","1380,7"
114. Sơn Hoà,70,"13,9","1,9","4,1","16,1","101,4","84,0","61,4","74,3","153,3","277,9","197,2","38,7","1421,5"
114. Sơn Hoà,60,"16,9","3,0","6,1","20,4","123,6","97,3","78,1","85,4","170,0","332,9","237,1","50,4","1549,2"
114. Sơn Hoà,50,"19,5","3,9","10,8","26,3","135,7","120,5","90,8","94,0","184,0","375,0","314,9","61,3","1629,8"
114. Sơn Hoà,40,"22,0","8,2","15,9","28,3","146,3","125,3","107,6","124,1","210,8","413,1","437,2","92,0","1698,4"
114. Sơn Hoà,30,"26,6","13,7","24,9","33,0","169,3","131,2","116,4","145,0","222,3","456,4","556,5","146,2","1894,6"
114. Sơn Hoà,20,"33,6","20,3","37,3","51,9","188,3","149,1","129,6","157,5","260,8","491,7","587,6","186,6","2063,9"
114. Sơn Hoà,10,"60,3","29,7","106,7","96,9","275,6","162,0","146,6","197,4","310,5","697,7","741,4","291,4","2461,0"
114. Sơn Hoà,5,"79,5","32,6","135,5","142,3","296,2","181,5","167,3","215,2","340,8","911,1","836,7","409,3","2541,2"
115. Tuy Hoà,95,"11,5","0,9","0,4","0,6","11,2","4,0","4,8","6,2","63,3","201,6","173,8","34,1","1171,0"
115. Tuy Hoà,90,"15,5","1,9","1,6","2,0","14,1","6,6","11,1","12,2","91,9","223,9","199,4","45,4","1236,8"
115. Tuy Hoà,80,"21,5","4,0","5,0","4,8","24,6","14,6","17,3","17,7","111,2","299,9","269,3","67,1","1459,8"
115. Tuy Hoà,70,"31,9","7,2","6,3","6,7","41,3","26,7","22,7","26,2","129,1","343,8","289,9","83,7","1564,5"
115. Tuy Hoà,60,"37,4","11,4","8,7","19,2","50,6","31,2","27,0","34,3","156,4","398,9","334,6","100,4","1658,4"
115. Tuy Hoà,50,"49,6","14,9","14,5","30,7","64,6","42,9","29,7","45,1","181,9","471,8","401,6","131,4","1768,5"
115. Tuy Hoà,40,"61,9","19,9","22,4","38,7","78,4","61,4","39,0","53,0","210,1","559,9","502,2","197,9","1855,6"
115. Tuy Hoà,30,"67,4","23,9","29,0","56,5","100,5","79,2","47,8","63,3","248,7","593,5","564,9","299,8","2042,0"
115. Tuy Hoà,20,"88,1","32,0","45,3","72,2","144,6","91,7","72,6","95,2","316,2","697,3","707,7","336,6","2522,0"
115. Tuy Hoà,10,"120,5","44,2","115,6","115,0","223,0","101,2","114,0","121,1","454,3","804,6","923,7","460,1","2787,0"
115. Tuy Hoà,5,"162,3","76,5","162,0","144,5","250,8","134,4","133,4","146,2","535,6","1225,2","1124,5","616,9","3016,0"
116. Nha Trang,95,"4,0","0,3","0,0","0,4","12,3","6,1","5,9","7,7","43,6","117,7","105,2","9,8","816,3"
116. Nha Trang,90,"6,3","0,5","0,3","0,9","19,0","8,0","7,8","11,9","57,4","135,0","142,0","18,4","948,7"
116. Nha Trang,80,"9,0","1,8","3,1","4,0","30,0","11,9","15,3","18,6","80,0","162,0","181,6","32,9","1040,3"
116. Nha Trang,70,"11,4","3,7","7,3","8,5","35,6","18,9","23,6","27,5","99,6","192,7","238,1","46,8","1120,6"
116. Nha Trang,60,"18,6","7,9","8,8","18,3","48,7","26,3","29,5","31,9","121,5","254,5","311,5","66,9","1188,8"
116. Nha Trang,50,"22,6","11,5","13,1","23,8","54,4","42,1","36,1","45,9","145,6","292,3","327,3","110,3","1297,1"
116. Nha Trang,40,"35,2","14,8","15,0","30,0","72,1","49,3","42,8","52,7","168,5","319,5","380,5","168,4","1392,4"
116. Nha Trang,30,"48,0","18,1","21,1","44,9","92,7","62,4","51,0","64,2","203,8","354,7","460,0","250,8","1505,9"
116. Nha Trang,20,"73,5","22,9","37,7","77,6","140,5","74,1","58,5","81,7","242,8","443,5","546,3","294,0","1690,8"
116. Nha Trang,10,"107,8","37,1","68,2","121,3","175,1","106,4","86,2","93,2","305,3","520,2","758,7","420,4","2246,0"
116. Nha Trang,5,"136,9","40,1","131,3","142,5","200,8","113,1","104,6","123,5","327,8","582,9","799,3","520,4","2324,3"
117. Cam Ranh,95,"0,6","0,0","7,0","7,3","6,9","14,2","79,9","105,4","98,5","2,0","828,6",,
117. Cam Ranh,90,"1,0","0,0","12,6","8,4","13,3","15,0","83,1","126,3","113,9","5,8","866,7",,
117. Cam Ranh,80,"2,9","0,0","0,8","2,8","26,6","23,3","20,4","23,5","97,1","141,5","154,0","16,3","919,6"
117. Cam Ranh,70,"4,3","1,7","3,4","7,2","48,5","33,5","26,4","31,0","122,0","158,0","196,9","38,1","994,7"
117. Cam Ranh,60,"5,2","2,2","7,3","14,8","62,8","42,4","38,7","37,1","128,6","211,0","253,9","53,8","1190,2"
117. Cam Ranh,50,"10,1","4,4","10,6","21,8","76,2","56,5","47,6","44,5","154,5","227,6","293,4","98,3","1270,0"
117. Cam Ranh,40,"18,5","6,3","14,5","25,5","101,6","73,1","55,4","54,3","165,0","298,7","327,5","161,8","1330,1"
117. Cam Ranh,30,"26,4","8,1","21,7","41,8","113,3","85,8","61,8","67,5","186,8","367,9","351,1","204,6","1400,6"
117. Cam Ranh,20,"50,5","19,6","62,1","58,4","157,9","112,1","69,6","84,2","230,1","454,7","451,9","273,2","1694,8"
117. Cam Ranh,10,"79,6","30,7","84,9","93,9","180,3","126,2","107,0","104,6","272,5","496,6","607,1","369,9","1974,2"
117. Cam Ranh,5,"83,5","36,0","157,1","112,6","192,8","157,2","129,5","138,4","314,9","550,0","692,7","527,5","2206,0"
118. Trường Sa,95,"32,1","0,1","3,0","13,6","70,0","85,7","66,2","86,9","128,0","125,4","70,9","1975,8",
118. Trường Sa,90,"39,8","2,6","1,0","4,0","16,8","73,1","119,3","103,5","95,3","148,0","190,4","141,8","2050,9"
118. Trường Sa,80,"58,7","6,8","4,5","10,3","47,9","122,1","151,5","140,4","154,0","179,0","225,6","208,0","2214,4"
118. Trường Sa,70,"67,7","15,4","9,4","20,0","79,1","146,2","172,0","190,2","203,3","204,2","281,2","267,5","2261,2"
118. Trường Sa,60,"86,8","34,0","16,5","31,9","95,7","175,5","210,1","227,1","215,7","230,5","329,4","339,5","2334,8"
118. Trường Sa,50,"108,2","57,4","27,1","56,4","114,7","214,6","217,1","245,2","272,2","263,0","356,5","411,0","2600,5"
118. Trường Sa,40,"152,3","74,3","50,1","63,8","140,6","252,6","239,0","262,4","310,2","291,0","371,8","462,6","2683,6"
118. Trường Sa,30,"186,6","81,6","81,9","72,9","177,2","281,4","289,1","293,6","330,7","337,8","426,0","557,1","2780,0"
118. Trường Sa,20,"217,0","109,6","103,8","103,9","209,8","314,8","329,5","338,7","353,0","408,2","486,8","667,4","3057,4"
118. Trường Sa,10,"363,4","209,7","170,9","138,0","239,1","370,0","422,2","403,6","388,4","499,5","650,1","844,3","3477,1"
118. Trường Sa,5,"440,8","299,8","404,3","143,6","250,9","384,2","467,2","495,9","408,5","606,0","807,9","1150,5","3923,6"
119. Phan Thiết,95,"0,0","32,1","52,7","63,1","85,0","85,4","42,9","3,0","0,0","805,6",,,
119. Phan Thiết,90,"0,0","0,2","62,8","75,9","78,7","94,9","98,0","75,0","5,1","0,0","847,1",,
119. Phan Thiết,80,"0,0","0,6","68,9","92,5","110,1","115,1","128,0","96,8","9,1","0,0","903,0",,
119. Phan Thiết,70,"0,0","5,2","86,6","102,6","132,1","125,8","147,7","103,7","14,8","1,1","955,8",,
119. Phan Thiết,60,"0,0","9,3","98,0","119,7","142,2","142,6","155,1","129,5","18,6","2,4","1009,4",,
119. Phan Thiết,50,"0,0","15,3","137,2","143,7","160,0","151,7","177,0","143,2","24,7","3,0","1058,8",,
119. Phan Thiết,40,"0,0","0,3","18,0","162,5","151,6","175,2","181,9","191,7","163,0","53,5","9,3","1093,3",
119. Phan Thiết,30,"0,2","0,0","0,6","31,2","180,4","170,7","195,8","194,3","214,3","179,1","62,8","20,4","1163,3"
119. Phan Thiết,20,"1,9","0,2","3,0","63,8","218,0","195,9","220,1","220,6","250,3","208,6","92,5","27,7","1268,6"
119. Phan Thiết,10,"5,0","0,7","9,4","74,7","251,3","229,0","280,0","255,1","287,6","261,9","122,7","69,3","1363,7"
119. Phan Thiết,5,"12,0","1,7","23,7","113,2","275,6","253,2","316,0","267,4","305,9","306,5","186,0","94,8","1447,9"
120. Hàm Tân,95,"0,0","57,5","122,3","164,9","166,4","109,0","81,8","0,9","0,0","1290,6",,,
120. Hàm Tân,90,"0,0","93,7","144,2","166,7","169,1","140,5","96,0","1,9","0,0","1338,4",,,
120. Hàm Tân,80,"0,0","0,1","109,6","185,3","201,7","189,8","182,0","134,2","5,7","0,2","1392,7",,
120. Hàm Tân,70,"0,0","1,5","140,8","207,8","225,2","209,5","196,2","144,1","15,8","2,0","1476,1",,
120. Hàm Tân,60,"0,0","6,2","161,1","233,6","278,9","241,2","226,8","164,3","26,3","4,0","1524,6",,
120. Hàm Tân,50,"0,0","9,4","178,7","249,3","299,2","261,9","245,8","175,0","32,9","5,7","1578,5",,
120. Hàm Tân,40,"0,1","0,0","0,4","18,7","198,8","266,4","309,1","317,0","256,9","210,9","44,8","10,4","1685,7"
120. Hàm Tân,30,"0,3","0,1","2,0","38,1","234,3","301,2","333,5","348,9","308,2","231,1","65,1","22,4","1761,6"
120. Hàm Tân,20,"0,6","3,6","76,9","248,1","372,5","355,7","375,1","356,5","250,2","74,7","37,3","1864,5",
120. Hàm Tân,10,"5,6","1,0","21,2","148,2","306,2","408,4","417,0","418,8","402,1","358,3","102,7","64,5","2000,1"
120. Hàm Tân,5,"8,7","2,1","66,0","184,1","357,9","433,1","462,4","519,8","424,8","412,1","160,5","101,0","2037,7"
121. Phú Quý,95,"0,0","40,9","32,2","33,0","43,3","77,0","80,7","44,7","8,0","869,3",,,
121. Phú Quý,90,"0,0","0,2","47,2","57,5","48,5","49,4","80,6","97,6","51,6","12,3","896,4",,
121. Phú Quý,80,"0,4","0,0","2,4","57,1","76,3","68,9","67,3","100,2","116,4","71,1","23,6","1015,2",
121. Phú Quý,70,"1,3","0,0","0,3","6,6","75,0","101,2","85,3","82,3","114,1","173,3","112,7","37,8","1108,3"
121. Phú Quý,60,"2,6","0,1","1,1","9,5","98,2","120,4","104,4","92,0","134,3","194,6","131,4","55,3","1220,2"
121. Phú Quý,50,"3,8","0,6","2,2","19,6","130,2","129,0","116,1","108,0","163,2","208,7","203,2","67,1","1288,0"
121. Phú Quý,40,"5,7","1,8","5,9","32,9","147,1","140,3","125,5","114,0","176,7","239,1","228,8","98,9","1362,7"
121. Phú Quý,30,"9,5","5,1","16,5","54,4","181,5","159,1","142,9","145,5","194,2","267,3","248,3","123,5","1554,5"
121. Phú Quý,20,"12,8","7,3","32,8","78,3","203,0","214,5","183,0","166,5","244,5","312,4","262,8","203,3","1636,2"
121. Phú Quý,10,"37,7","13,2","85,4","129,6","225,3","240,6","244,4","191,2","332,4","373,6","311,2","246,4","1765,6"
121. Phú Quý,5,"114,4","24,7","101,6","143,0","273,2","366,4","280,5","205,7","374,8","432,4","388,8","303,0","2005,2"
122. Đắc Tô,95,"0,0","1,9","26,0","91,8","185,4","182,8","132,2","66,4","0,2","0,0","1197,1",,
122. Đắc Tô,90,"0,0","2,8","28,4","106,4","126,6","205,4","226,0","162,8","70,7","2,8","0,0","1388,8",
122. Đắc Tô,80,"0,0","10,0","39,6","138,8","186,9","237,1","272,4","193,0","89,6","8,8","0,0","1559,4",
122. Đắc Tô,70,"0,0","0,3","20,7","48,2","167,1","202,2","256,4","295,5","219,6","105,8","22,9","0,0","1606,3"
122. Đắc Tô,60,"0,0","1,2","27,0","74,6","177,1","214,3","265,2","328,1","248,9","134,4","31,8","0,0","1679,4"
122. Đắc Tô,50,"0,0","1,8","33,3","98,0","182,6","235,3","280,7","349,0","273,5","142,8","36,3","2,0","1837,4"
122. Đắc Tô,40,"0,0","4,8","44,6","107,8","200,4","243,0","341,8","386,0","289,1","162,0","41,3","3,6","1901,6"
122. Đắc Tô,30,"0,2","7,9","58,5","112,5","224,6","322,7","380,0","418,5","310,3","175,3","56,5","10,5","2053,6"
122. Đắc Tô,20,"0,6","11,8","70,4","128,2","279,5","338,8","402,7","477,3","353,5","203,5","76,3","21,2","2140,0"
122. Đắc Tô,10,"11,7","15,8","92,3","159,1","339,8","430,4","452,6","602,5","430,7","297,0","139,1","37,9","2281,7"
122. Đắc Tô,5,"22,3","32,8","100,1","182,8","378,2","509,7","471,9","643,5","508,1","332,5","193,9","65,8","2400,5"
123. Kon Tum,95,"0,0","34,3","91,5","73,8","175,9","157,4","150,7","49,0","0,2","0,0","1448,8",,
123. Kon Tum,90,"0,0","0,3","40,3","123,9","140,4","194,3","204,6","161,6","78,0","7,7","0,0","1494,8",
123. Kon Tum,80,"0,0","4,7","52,4","140,3","166,9","239,2","264,8","209,0","92,7","13,1","0,0","1567,8",
123. Kon Tum,70,"0,0","10,6","57,2","161,9","197,5","259,9","286,8","259,7","115,7","21,4","0,0","1732,1",
123. Kon Tum,60,"0,0","21,1","75,9","200,5","211,6","269,9","301,0","273,6","142,5","33,9","0,0","1829,0",
123. Kon Tum,50,"0,0","0,4","31,2","89,0","217,5","238,0","286,8","333,2","307,4","156,9","38,9","0,0","1866,3"
123. Kon Tum,40,"0,0","2,2","38,7","103,1","248,6","266,1","321,7","360,1","326,0","179,2","55,0","0,4","1926,3"
123. Kon Tum,30,"0,0","6,5","47,8","119,5","288,7","310,9","347,2","373,8","352,8","235,9","69,9","4,4","1956,2"
123. Kon Tum,20,"0,4","10,0","52,3","134,8","303,8","347,1","390,1","397,4","392,8","271,1","99,2","11,0","2086,0"
123. Kon Tum,10,"3,5","17,9","91,7","172,4","366,4","416,9","464,5","495,3","437,4","325,7","124,2","16,8","2259,5"
123. Kon Tum,5,"6,4","40,7","132,3","212,3","473,8","434,8","481,4","533,8","504,7","347,4","168,4","49,9","2272,8"
124. Pleiku,95,"0,0","16,6","113,3","103,2","185,4","228,4","191,7","62,9","0,6","0,0","1599,0",,
124. Pleiku,90,"0,0","19,3","122,5","127,3","250,6","259,8","216,3","73,0","5,9","0,0","1648,4",,
124. Pleiku,80,"0,0","0,7","35,3","146,7","177,8","280,1","336,3","258,9","85,7","14,0","0,0","1818,0",
124. Pleiku,70,"0,0","3,6","55,0","172,0","208,0","302,4","363,6","284,5","121,1","30,3","0,1","1895,2",
124. Pleiku,60,"0,0","6,1","67,7","203,5","241,9","354,3","382,0","317,4","151,3","36,3","0,4","2118,7",
124. Pleiku,50,"0,0","9,6","81,5","235,8","264,3","389,0","424,9","337,4","170,0","42,2","1,0","2177,1",
124. Pleiku,40,"0,0","0,2","25,7","100,2","250,0","342,1","425,6","476,9","370,0","187,9","54,3","2,0","2265,5"
124. Pleiku,30,"0,1","2,1","40,2","121,5","296,1","376,8","451,8","522,0","402,3","217,7","84,6","4,8","2394,5"
124. Pleiku,20,"0,7","7,4","44,5","129,5","329,7","433,3","491,6","563,1","479,8","267,6","102,7","16,7","2473,1"
124. Pleiku,10,"7,2","23,6","55,3","157,6","376,2","623,0","594,3","653,2","525,2","337,2","150,5","35,5","2683,8"
124. Pleiku,5,"18,3","33,0","64,5","174,7","514,6","696,4","649,8","765,6","550,6","418,4","163,3","43,2","2811,2"
125. An Khê,95,"1,9","0,0","0,4","38,4","25,5","37,9","44,5","90,9","113,1","76,3","17,9","1039,5",
125. An Khê,90,"5,0","0,0","0,6","5,2","67,3","44,0","56,3","98,2","133,6","98,0","24,1","1136,0",
125. An Khê,80,"7,5","0,7","3,0","18,4","90,2","53,0","59,3","83,5","116,3","191,3","145,5","33,0","1266,7"
125. An Khê,70,"7,9","1,7","5,7","29,2","100,1","62,7","82,0","103,3","143,7","254,6","177,8","44,1","1361,1"
125. An Khê,60,"9,8","4,9","8,9","34,2","115,5","78,4","94,8","118,2","162,4","302,9","217,8","61,0","1474,7"
125. An Khê,50,"14,6","6,7","12,3","48,5","147,4","90,9","111,5","139,7","185,1","340,0","278,2","77,7","1579,5"
125. An Khê,40,"20,1","10,6","19,7","62,2","165,3","116,7","135,9","170,9","209,5","365,4","330,1","88,2","1748,4"
125. An Khê,30,"24,5","16,4","30,6","72,8","190,7","150,8","159,9","179,7","235,9","412,2","351,0","125,5","1859,6"
125. An Khê,20,"31,1","23,5","38,5","81,2","203,1","176,7","194,6","196,1","277,6","460,9","526,9","203,0","1947,6"
125. An Khê,10,"63,3","32,7","47,3","121,5","251,1","201,2","220,4","211,3","332,9","513,1","668,4","324,9","2156,5"
125. An Khê,5,"86,9","36,3","64,2","188,3","260,2","229,5","234,3","221,5","400,4","608,5","700,6","424,2","2318,3"
126. AyunPa,95,"0,0","1,0","74,7","27,9","44,7","75,7","80,2","60,3","12,5","0,6","940,9",,
126. AyunPa,90,"0,0","1,1","92,3","46,8","56,1","87,6","112,4","86,7","25,2","1,0","982,2",,
126. AyunPa,80,"0,0","14,0","103,2","60,8","78,9","111,0","127,5","124,9","56,8","2,8","1041,9",,
126. AyunPa,70,"0,0","0,1","25,9","113,8","79,6","91,9","118,0","149,6","148,3","59,9","3,9","1122,3",
126. AyunPa,60,"0,2","0,5","41,1","131,4","94,3","112,1","131,0","190,0","165,8","82,1","4,9","1218,6",
126. AyunPa,50,"0,5","4,5","47,1","153,5","119,0","122,8","152,2","223,2","182,7","130,8","5,9","1280,3",
126. AyunPa,40,"0,7","1,1","11,3","63,0","166,3","141,0","136,0","172,6","246,5","206,6","159,0","11,0","1301,6"
126. AyunPa,30,"1,5","1,4","15,2","75,6","192,0","158,8","153,8","178,6","283,7","241,2","213,2","17,6","1452,6"
126. AyunPa,20,"2,7","4,2","22,2","109,3","214,9","194,9","175,1","199,8","309,2","304,8","271,2","42,0","1497,0"
126. AyunPa,10,"6,7","13,8","38,8","124,6","270,4","249,7","196,7","231,4","340,4","398,3","303,2","79,6","1545,4"
126. AyunPa,5,"7,4","20,7","64,2","145,9","301,1","277,0","216,5","281,6","366,6","434,1","319,5","184,5","1624,4"
127. M’Đrắk,95,"4,4","0,1","1,0","14,9","86,7","47,1","45,7","44,4","104,9","114,5","118,5","29,7","1383,0"
127. M’Đrắk,90,"11,7","0,7","3,2","17,0","96,8","56,5","60,0","53,4","128,3","146,9","151,8","37,2","1446,6"
127. M’Đrắk,80,"16,6","2,0","5,8","28,8","130,4","74,9","71,3","62,7","152,3","215,1","198,2","64,9","1600,1"
127. M’Đrắk,70,"18,7","5,2","8,7","40,7","149,6","90,2","91,0","80,6","171,2","259,8","227,0","93,6","1665,0"
127. M’Đrắk,60,"23,9","8,7","10,7","46,9","160,6","101,7","97,2","86,1","187,0","303,2","302,6","131,0","1806,7"
127. M’Đrắk,50,"31,4","17,5","16,4","58,9","200,7","114,9","106,1","107,8","221,5","365,9","383,7","163,9","1882,1"
127. M’Đrắk,40,"42,2","20,4","21,7","75,7","209,7","131,1","116,4","153,2","235,3","424,3","467,4","174,3","1973,0"
127. M’Đrắk,30,"57,1","23,6","47,3","106,0","229,3","140,8","142,5","162,4","251,7","469,8","555,5","217,2","2181,0"
127. M’Đrắk,20,"95,3","34,9","56,6","136,2","257,4","177,2","178,1","193,2","304,8","519,0","706,5","303,7","2625,6"
127. M’Đrắk,10,"126,0","59,9","93,0","165,9","278,5","207,7","210,3","230,1","329,4","606,9","820,6","605,8","3055,8"
127. M’Đrắk,5,"140,2","87,6","131,2","221,9","286,2","222,1","218,2","273,3","359,5","661,5","1067,1","664,7","3269,4"
128. Buôn Ma Thuột,95,"0,0","11,9","114,7","122,3","87,9","176,9","174,5","47,6","5,7","0,0","1388,0",,
128. Buôn Ma Thuột,90,"0,0","13,6","140,2","134,2","123,3","192,7","191,9","77,8","10,3","0,0","1459,5",,
128. Buôn Ma Thuột,80,"0,0","0,2","19,8","159,5","156,2","166,6","226,2","210,9","90,2","31,1","0,8","1555,1",
128. Buôn Ma Thuột,70,"0,0","2,3","30,7","171,5","167,3","207,5","255,7","251,1","124,4","47,6","2,1","1619,9",
128. Buôn Ma Thuột,60,"0,1","0,0","3,8","46,4","213,3","207,6","218,2","277,8","265,6","152,5","79,5","4,6","1660,5"
128. Buôn Ma Thuột,50,"0,3","0,1","12,6","72,0","229,9","220,7","240,0","297,1","289,9","163,0","97,7","8,2","1758,7"
128. Buôn Ma Thuột,40,"0,6","0,7","23,1","84,4","247,2","256,5","297,3","307,2","301,2","193,5","104,5","11,8","1814,3"
128. Buôn Ma Thuột,30,"2,1","1,2","28,7","120,7","263,2","269,5","315,5","333,6","354,8","232,9","120,3","25,8","1956,3"
128. Buôn Ma Thuột,20,"6,0","3,0","44,0","136,7","295,3","315,0","342,7","371,4","371,2","289,0","147,3","52,8","2033,7"
128. Buôn Ma Thuột,10,"22,6","7,8","66,6","176,3","347,1","392,8","373,0","404,4","488,7","410,3","166,5","91,8","2164,9"
128. Buôn Ma Thuột,5,"24,9","22,5","83,4","221,2","385,7","453,6","396,9","521,8","545,7","443,4","268,4","114,1","2223,1"
129. Buôn Hồ,95,"0,0","0,3","7,4","90,1","91,8","80,0","123,4","130,3","58,6","11,8","1,3","1176,9",
129. Buôn Hồ,90,"0,1","0,0","0,5","18,2","103,8","95,1","92,1","139,0","153,8","73,1","14,0","1,7","1223,7"
129. Buôn Hồ,80,"0,5","0,1","1,0","33,4","123,2","113,0","124,8","163,2","181,5","100,5","33,8","3,9","1369,6"
129. Buôn Hồ,70,"0,8","0,5","4,2","61,3","147,7","129,8","147,2","184,4","213,5","126,8","48,7","5,1","1450,8"
129. Buôn Hồ,60,"1,1","0,6","6,8","69,9","164,8","163,5","170,7","226,9","229,0","147,2","74,0","7,2","1491,6"
129. Buôn Hồ,50,"1,3","0,9","8,3","85,1","177,1","185,8","186,7","247,4","245,3","175,6","90,6","10,3","1574,8"
129. Buôn Hồ,40,"1,8","2,0","11,9","107,3","197,5","225,6","196,9","258,9","259,1","198,9","122,7","18,6","1615,8"
129. Buôn Hồ,30,"3,2","2,7","19,3","124,0","209,5","243,8","217,1","283,4","275,1","222,3","145,2","26,2","1712,6"
129. Buôn Hồ,20,"5,7","30,8","137,2","247,0","266,7","253,4","300,8","335,1","270,5","171,0","45,1","1780,3",
129. Buôn Hồ,10,"11,0","17,1","55,5","154,4","316,5","304,5","290,7","371,4","372,7","323,6","232,4","83,9","1838,6"
129. Buôn Hồ,5,"30,7","24,1","69,4","164,1","332,8","358,4","316,7","511,1","460,3","396,7","276,1","111,2","1870,8"
130. Đắk Nông,95,"0,0","17,8","33,6","153,9","149,1","253,4","221,1","235,2","118,1","2,9","0,0","1951,0",
130. Đắk Nông,90,"0,0","0,2","25,7","55,5","181,6","181,9","275,8","237,6","250,5","123,6","17,9","0,1","2005,5"
130. Đắk Nông,80,"0,2","1,1","44,9","99,1","201,7","201,0","304,8","308,2","272,7","161,3","26,2","0,8","2164,1"
130. Đắk Nông,70,"1,0","4,7","61,1","126,4","217,4","246,1","314,1","337,3","337,9","209,6","45,4","2,3","2319,8"
130. Đắk Nông,60,"2,2","9,9","84,3","141,0","224,5","266,4","350,0","386,1","366,1","225,9","57,6","5,6","2382,3"
130. Đắk Nông,50,"3,5","13,3","102,5","167,6","241,6","305,7","392,5","425,0","408,0","246,2","63,0","8,6","2501,9"
130. Đắk Nông,40,"6,6","16,8","118,8","180,0","262,4","364,4","410,0","442,6","423,2","275,2","78,6","11,6","2594,6"
130. Đắk Nông,30,"20,3","40,6","134,7","199,8","285,0","380,1","451,3","531,4","449,9","301,2","90,3","25,7","2675,8"
130. Đắk Nông,20,"27,2","64,6","152,5","225,0","324,9","417,2","482,9","585,9","490,4","331,8","115,5","42,1","2720,7"
130. Đắk Nông,10,"59,5","71,1","189,4","279,1","407,8","492,4","523,2","663,4","555,4","402,2","169,3","62,2","2957,1"
130. Đắk Nông,5,"64,3","106,9","194,2","308,8","492,6","502,7","541,2","721,0","628,9","442,1","177,8","67,8","3330,2"
131. Liên Khương,95,"0,0","31,8","85,5","105,6","68,5","70,3","93,0","75,8","4,1","0,0","1277,7",,
131. Liên Khương,90,"0,0","52,3","113,8","115,2","103,2","76,3","146,0","93,9","6,9","0,0","1315,0",,
131. Liên Khương,80,"0,0","10,0","73,5","147,1","123,9","135,8","126,0","184,0","154,8","23,3","0,3","1406,5",
131. Liên Khương,70,"0,0","18,0","84,3","174,5","131,0","153,2","148,8","215,1","188,0","45,8","0,8","1496,0",
131. Liên Khương,60,"0,0","25,1","102,6","206,2","147,6","178,1","164,4","268,0","205,0","64,3","4,0","1570,4",
131. Liên Khương,50,"0,2","0,1","41,9","120,1","222,2","162,7","193,5","168,7","281,2","214,9","80,0","11,0","1618,2"
131. Liên Khương,40,"0,4","2,6","53,8","142,3","232,6","184,7","209,1","185,6","304,1","237,8","107,3","24,0","1648,5"
131. Liên Khương,30,"3,2","8,0","78,4","155,9","259,9","209,5","233,8","211,3","330,2","258,7","117,8","37,5","1724,0"
131. Liên Khương,20,"7,0","17,7","92,3","198,7","281,0","226,2","259,0","235,0","357,2","329,8","144,7","59,8","1818,4"
131. Liên Khương,10,"11,0","51,9","101,0","225,3","346,9","269,0","286,9","249,4","376,8","345,0","177,3","76,7","1924,0"
131. Liên Khương,5,"28,3","72,8","131,5","255,5","398,3","287,7","326,3","292,7","409,6","402,8","185,7","138,0","1952,4"
132. Đà Lạt,95,"0,0","4,3","61,7","74,8","100,5","129,1","97,1","124,7","87,4","6,3","0,2","1418,6",
132. Đà Lạt,90,"0,0","6,5","78,1","116,1","111,6","146,6","114,3","141,0","120,3","12,8","0,5","1544,1",
132. Đà Lạt,80,"0,0","15,6","94,5","142,3","138,6","162,1","158,1","200,6","156,7","33,0","1,4","1625,8",
132. Đà Lạt,70,"0,1","0,8","25,7","113,1","161,8","162,3","191,4","199,1","217,8","198,6","52,0","5,3","1670,4"
132. Đà Lạt,60,"0,3","1,6","45,4","127,4","175,1","178,2","209,3","210,8","250,5","234,3","69,1","9,2","1764,2"
132. Đà Lạt,50,"2,9","4,4","59,3","148,3","194,0","198,4","218,7","224,4","274,7","255,7","85,6","21,0","1814,4"
132. Đà Lạt,40,"4,2","16,4","76,6","171,0","221,8","222,3","253,7","256,3","306,8","265,2","107,9","31,9","1883,1"
132. Đà Lạt,30,"10,5","25,6","97,0","203,9","258,8","231,7","261,3","276,0","342,3","275,6","119,8","49,6","1962,5"
132. Đà Lạt,20,"17,4","35,1","106,8","242,2","290,6","265,7","284,0","309,0","386,9","347,2","146,4","62,2","2012,4"
132. Đà Lạt,10,"26,2","66,8","133,9","278,1","325,8","278,2","329,7","362,0","440,6","376,3","170,9","80,4","2106,1"
132. Đà Lạt,5,"36,7","83,6","144,7","339,1","359,5","339,4","388,1","406,8","463,5","393,5","217,3","134,4","2126,5"
133. Bảo Lộc,95,"2,8","2,0","10,2","77,0","126,8","162,3","105,8","219,6","224,5","181,5","57,3","6,8","2260,0"
133. Bảo Lộc,90,"4,7","4,6","18,1","87,8","140,9","180,7","211,1","264,4","268,1","214,5","72,2","9,9","2424,9"
133. Bảo Lộc,80,"7,9","14,6","35,8","102,7","186,8","209,2","284,7","329,9","294,6","267,7","101,1","20,5","2493,9"
